 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Craft-repair,standard,0,0, Male, Some-college,60, Husband,24, Married-civ-spouse,88055,10, <=50K, Self-emp-not-inc, United-States, White
 Sales,standard,0,0, Female, Some-college,23, Own-child,20, Never-married,145651,10, <=50K,?, United-States, Black
 Exec-managerial,verified,0,0, Male, 9th,43, Husband,40, Married-civ-spouse,483450,5, <=50K, Private, Mexico, White
 Exec-managerial,standard,1974,0, Male, Masters,39, Not-in-family,40, Never-married,49020,14, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,39, Husband,60, Married-civ-spouse,216256,13, >50K, Private, Italy, White
 Machine-op-inspct,standard,0,0, Male, Some-college,35, Husband,50, Married-civ-spouse,217274,10, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, HS-grad,59, Unmarried,50, Widowed,214865,9, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male,?,21, Not-in-family,40, Never-married,145964,8, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,32, Not-in-family,60, Never-married,190228,9, <=50K, Private, United-States, White
 Transport-moving,verified,0,0, Male, HS-grad,34, Husband,40, Married-civ-spouse,69251,9, >50K, Private, United-States, Asian-Pac-Islander
 Adm-clerical,standard,0,0, Male, Assoc-acdm,39, Unmarried,40, Separated,234901,12, <=50K, Private, United-States, White
 Sales,verified,0,0, Male, Some-college,57, Husband,50, Married-civ-spouse,244605,10, >50K, Self-emp-inc, United-States, White
 Prof-specialty,standard,0,0, Female, Bachelors,55, Unmarried,40, Divorced,80167,13, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Masters,33, Not-in-family,30, Never-married,173806,14, <=50K, State-gov, United-States, White
 Craft-repair,priority,0,0, Male, Some-college,29, Husband,35,?,109001,10, <=50K, Self-emp-not-inc, United-States, White
 Transport-moving,standard,0,0, Male, 12th,19, Own-child,20,?,56424,8, <=50K, State-gov, United-States, Black
 Machine-op-inspct,verified,0,0, Male, HS-grad,29, Husband,50, Married-civ-spouse,243660,9, >50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,53, Not-in-family,33, Separated,213378,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,38, Not-in-family,40, Divorced,204556,9, <=50K, Private, United-States, Black
 ?,verified,0,0, Female, HS-grad,69, Not-in-family,40, Divorced,164102,9, >50K, ?, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,42, Unmarried,90,?,78765,10, >50K, Self-emp-inc, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,38, Own-child,40, Separated,107164,10, <=50K, State-gov, United-States, White
 Sales,standard,0,0, Male, HS-grad,19, Not-in-family,50, Never-married,82210,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Bachelors,24, Not-in-family,40, Never-married,140001,13, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0,?, Masters,36, Husband,60, Married-civ-spouse,107302,14, >50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,22, Own-child,40, Never-married,412316,9, <=50K, Local-gov, United-States, Black
 Sales,standard,0,0, Female, 10th,18, Other-relative,40, Never-married,256967,6, <=50K, Private, United-States, Black
 Machine-op-inspct,standard,0,0, Male, 10th,20, Not-in-family,40, Never-married,482732,6, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Female, HS-grad,32, Wife,50, Married-civ-spouse,105650,9, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 7th-8th,50, Husband,40, Married-civ-spouse,193884,4, <=50K, Private, Ecuador, White
 Other-service,priority,0,0, Male, Some-college,25, Not-in-family,30, Divorced,130793,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,18, Own-child,24, Never-married,280298,9, <=50K, Private, United-States, White
 Sales,verified,0,0, Female, Bachelors,35, Unmarried,40, Never-married,340428,13, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,54, Not-in-family,40, Divorced,315804,9, <=50K,?, United-States, White
 Sales,standard,0,0, Female, HS-grad,55, Unmarried,40, Widowed,171015,9, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Male, HS-grad,48, Husband,40, Married-civ-spouse,188081,9, >50K, Federal-gov, United-States, White
 Exec-managerial,verified,0,9562, Female, Masters,48, Unmarried,40, Divorced,238959,14, >50K, Local-gov, United-States, Black
 Craft-repair,standard,0,0, Male, HS-grad,24, Own-child,40, Never-married,653574,9, <=50K, Private, El-Salvador, White
 Adm-clerical,standard,0,0, Female, Some-college,31, Unmarried,40, Widowed,163516,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,45, Husband,40, Married-civ-spouse,343377,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Bachelors,39, Husband,35, Married-civ-spouse,139364,13, >50K, Local-gov, United-States, White
 Other-service,standard,0,0, Male, 12th,0, Own-child,10, Never-married,358701,8, <=50K, Private, Mexico, White
 Craft-repair,standard,0,0, Male, Some-college,49, Own-child,40, Never-married,139268,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,1573,0, Male, HS-grad,31, Husband,40, Married-civ-spouse,202450,9, <=50K, Private,?, White
 Adm-clerical,verified,0,0, Male, Some-college,45, Husband,40, Married-civ-spouse,81487,10, >50K, Federal-gov, Puerto-Rico, White
?,standard,0,0, Male, Some-college,29, Own-child,40, Never-married,367706,10, <=50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Female, Some-college,34, Not-in-family,17, Never-married,296724,10, <=50K, Private, United-States, White
 Protective-serv,standard,0,0, Male, Bachelors,36, Not-in-family,40, Never-married,255454,13, <=50K, Local-gov, United-States, Black
 Exec-managerial,standard,0,0, Male, Some-college,28, Husband,40, Married-civ-spouse,154571,10, <=50K, Private, Philippines, Asian-Pac-Islander
 Exec-managerial,verified,0,0, Male, Some-college,44, Not-in-family,45, Separated,144778,10, >50K, Private, United-States, White
 Prof-specialty,priority,0,0, Male, Bachelors,28, Not-in-family,40, Divorced,100270,13, <=50K, Local-gov, United-States, White
 ?,standard,0,0, Male, 7th-8th,38, Husband,45, Married-civ-spouse,203482,4, <=50K, ?, United-States, White
 Machine-op-inspct,verified,0,0, Male, HS-grad,47, Husband,50, Married-civ-spouse,165937,9, >50K, Private, United-States, White
 Craft-repair,verified,1848,0, Male, HS-grad,31, Husband,40, Married-civ-spouse,339482,9, >50K, Private, United-States, White
 Other-service,standard,0,0, Female, Some-college,21, Not-in-family,30, Never-married,152389,10, <=50K, Private, United-States, Black
 Tech-support,standard,0,0, Female, Bachelors,24, Not-in-family,50, Never-married,185452,13, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Male, HS-grad,26, Other-relative,40, Never-married,227489,9, <=50K, Private, ?, Black
 Sales,verified,0,0, Male, Bachelors,35, Not-in-family,40, Never-married,188888,13, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,53, Husband,40, Married-civ-spouse,77651,9, <=50K, State-gov, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,33, Own-child,40, Never-married,86143,10, <=50K, Private, Philippines, Asian-Pac-Islander
 Sales,standard,0,0, Male, HS-grad,42, Husband,60, Married-civ-spouse,175674,9, <=50K, Self-emp-not-inc, United-States, White
?,verified,0,15024, Male, Bachelors,46, Husband,40, Married-civ-spouse,273575,13, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, Bachelors,40, Not-in-family,40, Married-spouse-absent,215596,13, <=50K, Private, Mexico, Other
 Exec-managerial,verified,0,0, Male, Some-college,37, Husband,42, Married-civ-spouse,105044,10, >50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,28, Husband,55, Married-civ-spouse,183155,13, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,43, Unmarried,45, Separated,104660,13, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, 11th,36, Husband,40, Married-civ-spouse,166606,7, <=50K, Private, United-States, White
?,priority,0,0, Female, 10th,23, Own-child,40, Never-married,133985,6, <=50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Male, Bachelors,26, Not-in-family,35, Never-married,285004,13, <=50K, Private, South, Asian-Pac-Islander
 Protective-serv,verified,0,0, Male, Masters,57, Husband,14, Married-civ-spouse,198145,14, >50K, Local-gov, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,28, Husband,40, Married-civ-spouse,221317,10, <=50K, Private, Mexico, White
 Sales,verified,0,0, Male, Bachelors,46, Husband,50, Married-civ-spouse,120121,13, >50K, Self-emp-inc, United-States, White
 Sales,standard,0,0, Female, Some-college,19, Own-child,25, Never-married,188669,10, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Assoc-voc,25, Not-in-family,36, Never-married,34541,11, <=50K, Private, Canada, White
 Other-service,priority,0,0, Male, HS-grad,40, Husband,40, Married-civ-spouse,183765,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, 12th,23, Not-in-family,46, Never-married,99543,8, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,23, Not-in-family,40, Never-married,35633,10, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Male,?,40, Husband,40, Married-civ-spouse,96129,11, >50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,30, Own-child,40, Divorced,374454,9, <=50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Female, HS-grad,40, Unmarried,40, Divorced,231991,9, <=50K, Private,?, White
 Sales,verified,0,0, Male, Masters,35, Husband,40, Married-civ-spouse,190895,14, >50K, Self-emp-not-inc, United-States, White
 Sales,standard,0,4064, Male, 10th,52, Husband,45, Married-civ-spouse,177727,6, <=50K, Self-emp-inc, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,35, Not-in-family,50, Separated,101978,9, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Female, Masters,36, Unmarried,40, Widowed,110998,14, <=50K, Private, India, Asian-Pac-Islander
 Other-service,standard,0,0, Female, HS-grad,44, Unmarried,40, Divorced,106698,9, <=50K, Private, United-States, White
 ?,standard,1602,0, Female, Some-college,18, Own-child,24, Never-married,214989,10, <=50K, ?, United-States, White
 Exec-managerial,standard,0,0, Male, HS-grad,36, Unmarried,45, Divorced,132879,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,44, Husband,60, Married-civ-spouse,167265,14, >50K, State-gov, United-States, White
 Craft-repair,verified,0,0, Male, HS-grad,33, Husband,40, Married-civ-spouse,332379,9, >50K, State-gov, United-States, White
 ?,standard,0,0, Male, 9th,68, Husband,2, Married-civ-spouse,141181,5, <=50K, ?, United-States, White
 Tech-support,standard,0,0, Male, Bachelors,32, Not-in-family,40, Never-married,239824,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,25, Own-child,36, Never-married,304032,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,27, Husband,40, Married-civ-spouse,160731,13, <=50K, Private, United-States, White
 Sales,priority,0,0, Male, HS-grad,53, Husband,40, Married-civ-spouse,36327,9, >50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Female, 10th,26, Wife,40, Married-civ-spouse,515025,6, <=50K, Private, United-States, White
 Sales,standard,0,5455, Male, HS-grad,45, Unmarried,40, Divorced,474617,9, <=50K, Private, United-States, Black
 Other-service,standard,0,0, Female, HS-grad,43, Wife,35, Married-civ-spouse,111949,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, HS-grad,46, Not-in-family,40, Divorced,116666,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,21, Other-relative,40, Never-married,538822,9, <=50K, Private, Mexico, White
 Sales,standard,0,0, Female, Assoc-voc,37, Unmarried,32, Married-spouse-absent,249720,11, <=50K, Private, United-States, Black
 Sales,standard,0,0, Female, Some-college,39, Unmarried,40, Divorced,52645,10, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, 11th,18, Not-in-family,25, Never-married,115443,7, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Assoc-acdm,50, Not-in-family,40, Divorced,304260,12, <=50K, Private, United-States, Asian-Pac-Islander
 Adm-clerical,verified,0,0, Male, Some-college,37, Husband,42, Married-civ-spouse,29054,10, >50K, Federal-gov, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,28, Not-in-family,50, Divorced,87239,9, <=50K, Private, United-States, White
 Sales,priority,1876,0, Male, Some-college,32, Own-child,60, Never-married,226975,10, <=50K, Private, United-States,?
 Machine-op-inspct,standard,0,0, Female, 11th,29, Unmarried,40, Divorced,247151,7, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, HS-grad,65, Not-in-family,15, Widowed,243858,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,42, Husband,70, Married-civ-spouse,90693,13, <=50K, Self-emp-inc, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,35, Unmarried,60, Divorced,180137,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,26, Not-in-family,40, Never-married,85482,9, <=50K, Federal-gov, United-States, Asian-Pac-Islander
 Prof-specialty,verified,0,0, Male, Prof-school,50, Husband,40, Married-civ-spouse,172175,15, >50K, Local-gov, United-States, White
 Machine-op-inspct,standard,0,0, Female, HS-grad,36, Unmarried,40, Never-married,68089,9, <=50K, Private, United-States, Amer-Indian-Eskimo
 Transport-moving,standard,0,0, Male, Some-college,33, Husband,41, Married-civ-spouse,259301,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,59, Husband,40, Married-civ-spouse,189664,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 9th,35, Not-in-family,40, Never-married,111387,5, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Assoc-acdm,48, Unmarried,40, Divorced,171095,12, <=50K, Private, England, White
 ?,standard,0,0, Male, 11th,20, Other-relative,40, Never-married,216563,7, <=50K,?, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,30, Own-child,10, Never-married,164493,10, <=50K, Local-gov, United-States, White
 Prof-specialty,standard,1590,0, Male, Prof-school,30, Not-in-family,80, Never-married,340899,15, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, Bachelors,23, Own-child,40, Never-married,38238,13, <=50K, Private, United-States, White
 Prof-specialty,priority,0,0, Male, Bachelors,50, Husband,45, Married-civ-spouse,123429,13, >50K, Self-emp-inc, Italy, White
 Sales,standard,0,0, Female, HS-grad,42, Not-in-family,42, Divorced,108502,9, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Female, Bachelors,48, Not-in-family,50,?,166809,13, >50K, Private, United-States, White
 ?,priority,0,0, Male, 11th,18, Own-child,25, Never-married,113185,7, <=50K, ?, United-States, White
 Exec-managerial,verified,0,0, Male, Some-college,49, Unmarried,48, Divorced,219021,10, >50K, Local-gov, United-States, White
 Machine-op-inspct,standard,0,0, Female, HS-grad,22, Own-child,40, Never-married,184665,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, 10th,50, Husband,40, Married-civ-spouse,211116,6, <=50K, Private, United-States, Black
 Sales,verified,0,0, Male, Assoc-acdm,33, Husband,40, Married-civ-spouse,226267,12, <=50K,?, Mexico, White
 Machine-op-inspct,verified,0,0, Male, HS-grad,25, Own-child,40, Never-married,182866,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,34, Not-in-family,60, Divorced,106014,10, <=50K, Private, United-States, White
 Protective-serv,standard,0,0, Female, HS-grad,40, Unmarried,40, Divorced,337456,9, <=50K, Private, United-States, White
